128	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yuad1986m-words#00:48:55.351#00:48:55.702
129	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yuad1986m-words#00:48:55.702#00:48:56.060
130	а	а	CCONJ	_	_	_	_	_	@yuad1986m-words#00:49:02.560#00:49:02.792
131	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@yuad1986m-words#00:49:02.792#00:49:03.024
132	кем-то	кто-то	PRON	_	Case=Ins	_	_	_	@yuad1986m-words#00:49:03.024#00:49:03.256
133	высказывалась	высказываться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@yuad1986m-words#00:49:03.256#00:49:03.488
134	?	?	PUNCT	_	_	_	_	_	@yuad1986m-words#00:49:03.488#00:49:03.720
135	а	а	CCONJ	_	_	_	_	_	@yuad1986m-words#00:49:05.387#00:49:05.454
136	да	да	PART	_	_	_	_	_	@yuad1986m-words#00:49:16.423#00:49:16.660
137	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@yuad1986m-words#00:49:28.000#00:49:28.440
138	против	против	ADP	_	_	_	_	_	@yuad1986m-words#00:49:28.440#00:49:28.880
139	такого	такой	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@yuad1986m-words#00:49:28.880#00:49:29.320
140	со	с	ADP	_	_	_	_	_	@yuad1986m-words#00:49:29.455#00:49:29.921
141	всей	весь	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@yuad1986m-words#00:49:29.921#00:49:30.387
142	нашей	наш	DET	_	Case=Ins|Gender=Fem|Number=Sing	_	_	_	@yuad1986m-words#00:49:30.387#00:49:30.853
143	группой	группа	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@yuad1986m-words#00:49:30.853#00:49:31.320
144	да	да	PART	_	_	_	_	_	@smg1971m-words#00:44:31.228#00:44:31.313
145	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@smg1971m-words#00:44:43.393#00:44:43.646
146	по-прежнему	по-прежнему	ADV	_	Degree=Pos	_	_	_	@smg1971m-words#00:44:43.646#00:44:43.899
147	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:44:43.899#00:44:44.152
148	что	что	SCONJ	_	_	_	_	_	@smg1971m-words#00:44:44.152#00:44:44.405
149	пенсионная	пенсионный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:44.405#00:44:44.658
150	реформа	реформа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:44.658#00:44:44.911
151	нужна	нужный	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@smg1971m-words#00:44:44.911#00:44:45.164
152	/	/	PUNCT	_	_	_	_	_	@smg1971m-words#00:44:45.164#00:44:45.417
153	но	но	CCONJ	_	_	_	_	_	@smg1971m-words#00:44:45.417#00:44:45.670
154	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@smg1971m-words#00:44:45.670#00:44:45.923
155	не	не	PART	_	_	_	_	_	@smg1971m-words#00:44:45.923#00:44:46.176
156	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:44:46.176#00:44:46.429
157	что	что	SCONJ	_	_	_	_	_	@smg1971m-words#00:44:46.429#00:44:46.682
158	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@smg1971m-words#00:44:46.682#00:44:46.935
159	что	что	PRON	_	Case=Nom	_	_	_	@smg1971m-words#00:44:46.935#00:44:47.188
160	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:44:47.188#00:44:47.441
161	/	/	PUNCT	_	_	_	_	_	@smg1971m-words#00:44:47.441#00:44:47.694
162	это	это	PART	_	_	_	_	_	@smg1971m-words#00:44:47.694#00:44:47.947
163	реформа	реформа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:47.947#00:44:48.200
164	то	то	SCONJ	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@smg1971m-words#00:44:48.556#00:44:48.815
165	что	что	PRON	_	Case=Nom	_	_	_	@smg1971m-words#00:44:48.815#00:44:49.074
166	происходит	происходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:44:49.074#00:44:49.333
167	/	/	PUNCT	_	_	_	_	_	@smg1971m-words#00:44:49.333#00:44:49.592
168	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@smg1971m-words#00:44:49.592#00:44:49.851
169	изъятие	изъятие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@smg1971m-words#00:44:49.851#00:44:50.110
170	денег	деньги	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@smg1971m-words#00:44:50.110#00:44:50.374
171	что	что	PRON	_	Case=Nom	_	_	_	@smg1971m-words#00:44:50.880#00:44:51.097
172	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@smg1971m-words#00:44:51.097#00:44:51.314
173	пенсионная	пенсионный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:51.314#00:44:51.531
174	реформа	реформа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:51.531#00:44:51.748
175	?	?	PUNCT	_	_	_	_	_	@smg1971m-words#00:44:51.748#00:44:51.965
176	пенсионная	пенсионный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:52.128#00:44:52.361
177	реформа	реформа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:52.361#00:44:52.594
178	/	/	PUNCT	_	_	_	_	_	@smg1971m-words#00:44:52.594#00:44:52.827
179	это	это	PART	_	_	_	_	_	@smg1971m-words#00:44:52.827#00:44:53.060
180	когда	когда	SCONJ	_	_	_	_	_	@smg1971m-words#00:44:53.060#00:44:53.293
181	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@smg1971m-words#00:44:53.293#00:44:53.528
182	балансируете	балансировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:44:53.921#00:44:54.465
183	пенсионную	пенсионный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:54.465#00:44:55.009
184	систему	система	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:55.009#00:44:55.554
185	но	но	CCONJ	_	_	_	_	_	@smg1971m-words#00:44:56.133#00:44:56.490
186	даете	давать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:44:57.295#00:44:57.706
187	возможность	возможность	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:44:57.706#00:44:58.117
188	молодым	молодой	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@smg1971m-words#00:44:58.117#00:44:58.528
189	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@smg1971m-words#00:44:58.528#00:44:58.939
190	/	/	PUNCT	_	_	_	_	_	@smg1971m-words#00:44:58.939#00:44:59.350
191	накопить	накопить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@smg1971m-words#00:44:59.350#00:44:59.761
192	деньги	деньги	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@smg1971m-words#00:44:59.761#00:45:00.172
193	на	на	ADP	_	_	_	_	_	@smg1971m-words#00:45:00.172#00:45:00.583
194	старость	старость	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@smg1971m-words#00:45:00.583#00:45:01.000
195	а	а	CCONJ	_	_	_	_	_	@smg1971m-words#00:45:01.183#00:45:01.521
196	пожилым	пожилой	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@smg1971m-words#00:45:01.521#00:45:01.859
197	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@smg1971m-words#00:45:01.859#00:45:02.197
198	которые	который	PRON	_	Case=Nom|Number=Plur	_	_	_	@smg1971m-words#00:45:02.197#00:45:02.535
199	уже	уже	ADV	_	Degree=Pos	_	_	_	@smg1971m-words#00:45:02.535#00:45:02.873
200	внесли	внести	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:45:02.873#00:45:03.211
201	свой	свой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@smg1971m-words#00:45:03.211#00:45:03.549
202	вклад	вклад	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@smg1971m-words#00:45:03.549#00:45:03.887
203	в	в	ADP	_	_	_	_	_	@smg1971m-words#00:45:03.887#00:45:04.225
204	формирование	формирование	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@smg1971m-words#00:45:04.225#00:45:04.563
205	пенсионного	пенсионный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@smg1971m-words#00:45:04.563#00:45:04.901
206	котла	котел	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@smg1971m-words#00:45:05.240#00:45:05.475
207	/	/	PUNCT	_	_	_	_	_	@smg1971m-words#00:45:05.475#00:45:05.710
208	если	если	SCONJ	_	_	_	_	_	@smg1971m-words#00:45:05.710#00:45:05.945
209	хотите	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:45:05.945#00:45:06.180
210	/	/	PUNCT	_	_	_	_	_	@smg1971m-words#00:45:06.180#00:45:06.415
211	бюджета	бюджет	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@smg1971m-words#00:45:06.415#00:45:06.651
212	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@smg1971m-words#00:45:07.032#00:45:07.296
213	отдаете	отдавать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@smg1971m-words#00:45:07.296#00:45:07.560
214	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@smg1971m-words#00:45:07.560#00:45:07.824
